player_name,solo_KillDeathRatio,solo_DamagePg,solo_AvgSurvivalTime,solo_WinRatio
nodsye,7.75,506.9,1031.72,33.33
Jazn,4.22,423.91,1135.34,14.91
TheTwoEGG,1.74,194.52,828.52,6.69
HoU_TV,2.13,228.77,1222.46,6.8
bigboss0123,1.71,225.81,994.64,0
babycorgidully,1.81,205.63,1000.15,6.19
Ceelogreene,2.62,282.47,1198.35,11.11
akanimo,2.58,261,1225.62,9.52
asholer,0.14,16.78,534.43,0
diGixTV,2.98,324.55,864.64,5.66
NotN,13.4,685.72,1726.25,54.55
jey5042,7,501.32,1188.34,35
Focusing,4,313.92,1115.32,25
monokuro_boy,4.58,418.75,881.31,19.39
LightFE2,1.22,139.85,993.03,8
YOUNGDAE,1.5,181.33,883.51,4.26
Jack_Bossssss,10.64,759.94,586.73,31.25
PPUNIT,2.94,307.18,832.97,7.38
nopnop,4.05,353.89,1344.13,24
O2nd,0.67,50,956.73,0
Q-qun_624442419,5.72,506.27,716.6,24.24
DizzyLT,3.45,353.79,722.6,8.82
jongwook1993,2.42,259.36,1046.26,7.09
KOOKEE,2.02,231.33,1089.67,7.64
dockdock,1.38,161.13,817.28,2.56
Lastpak,6.47,500.17,1455.53,24
Takeshima-Japan,0.99,105.24,842.06,1.78
q---q542763214,5.33,406.77,767.88,25
sixfour,2.18,224.1,1309.33,9.68
kuwoo,1.31,149.48,1548.15,3.91
xiaobaolei,10.14,853.17,1316.07,17.65
HuhFeh,1.84,213.62,1106.12,3.85
suncheon,1.21,142.41,1366.09,2.08
KissMyFeet,1,140.02,685.31,0
poti913,1.18,145.77,940.38,1.18
BoCrazy,3.3,329,1096.69,8.96
B2at,4.25,341.52,1521.82,33.33
Jindokgae,3.58,323,1104.05,19.3
Triple_T,3.64,295.43,1419.24,22.54
thswlsdn1,1.75,187.41,1129.03,5.48
AndyPyro,4.48,454.82,1119.61,12.99
Strahovski,5,429.14,1565.38,0
zeartul,0.89,110.07,773.15,0.63
ItsImBaBimBa,1.73,187.22,1081.63,7.34
kimPpakku,1.85,192.71,1016.74,10.34
SaberStar,3,360.01,918.08,0
KHIKKEN,1.97,206.88,1270.78,12.12
Fiji-Jisoo,0.94,116.03,1172,1.46
GugU-,1.71,200.28,873.29,3.03
NinjaKappa,4.57,424.81,1106.17,16.47
Tw1tch_ArmutTV,3.38,334.88,1072.65,15.92
AJaeBBB,2.07,216.05,1105.62,6.12
InfernoRP,4.07,380.48,1194.47,15.89
F1Lotus,2.21,224.7,887.21,8.24
KOR_Faster,2.5,266.55,1619.39,0
Ezys,5.03,388.79,1199.9,32.61
CSaL94,1.31,157.12,1359.56,2.57
Blackteil,3.75,324.74,1318.45,14.29
LayMond,3,280.44,1205.78,10.53
Hohmann2,1.99,225.92,929.87,4.91
BIG_Paa,1.81,224.11,973.14,0
Daak,22,1131.58,1068.34,50
charisma-,1,121.28,845.17,1.33
ollywood,12.83,783.26,1573.12,45.45
gobattle,5.88,387.12,1335.1,33.33
Kichana,2.22,229.39,884.65,8.47
aSavage,5.28,490.39,1322.03,10.71
Sc4r-,2.93,289.31,1130.29,8.7
Mediccine,1.4,159.21,1146.58,3.9
C9_Sweaterr,1.81,219.33,582.43,0.86
Mujun_Rasen,10,841.32,1905.75,100
sinssonic,1.32,164.35,891.82,0.97
MickeyLee,2,255.31,1727.15,0
Beanz168,2.68,295.43,1238.42,4.35
DREAMTHEORY,1.87,221.98,738.63,4.29
sellfish,1.92,209.59,1133.16,2.44
HonMonoCHunsung,1.46,185.87,820.4,5.47
MaoZedongPIG,17,793.95,1692.22,50
ZirouHirou,2.49,237.61,1026.29,16.52
Leafeye,2.1,241.78,934.67,4.17
tbd84,11,526.12,1147.8,50
choubaguai,2.16,225.89,1390.28,10.77
Berth-Orange,1.4,126.97,869.15,16.67
ssabgosu,1.75,211.81,936.3,4.62
Dyure,0.9,113.45,1075.55,3.11
exerrror,4.75,385.6,1399.75,20
Fuzzface,7.88,649.65,1313.92,26.09
Kimmisusu,3.01,325.29,1223.94,7.66
Brownie77,1.96,234.75,593.76,2.38
nyangvet,1.16,151.35,1229.13,3.7
Gettwo,2.08,197.08,1191.23,10
CURIOUS2,2.57,252.5,1111.08,15.91
shw08200,1.62,189.09,912.28,3.78
Borg,4.6,435.18,726.07,7.46
DuyP,4.18,416.94,1237.32,12.31
KOR_ULTRA,2.53,250.51,1273.71,9.09
POTAKA,1.47,166.23,1152.94,8.93
pride_xd,8.55,655.46,1093.4,26.67
Vandii,1.98,228.09,800.14,4.84
Evan_Ace,2.11,215.25,1191.08,6.9
Blaise,3.67,376.33,1217.22,13.56
NankaiYoshikazu,4.36,374.39,1565.76,22.22
ekkz,3.98,382.26,879.74,7.69
Amorem,1.6,180.3,959.83,1.77
MENT5,0.93,115.78,969.52,1.61
HanHo89,0.93,111.95,856.83,2.32
Strixxy,5.4,406.35,1197.45,28.57
R-point,2.5,285.5,1112.74,6.96
Kor-Conda,4.12,398.64,1300.76,11.11
Raengwc,2.54,279.77,953.35,6.36
Jose_Choi,1.57,185.59,1043.04,0
Wooki2,3.38,246.84,1062.7,27.78
FRUSTRATE,1.73,195.73,1074.65,3.88
Cloth-King,3,346.83,1429.58,0
Jarrl,2.4,243.3,1565.56,17.43
Aitzy,5.36,465.68,1019.46,21.74
lhs1007,1.31,163.34,928.69,2.48
LAMPE,3.47,300.5,1202.34,17.39
Twitch_Postyxd,4.46,408.46,1381.35,22.7
haha-hoho,1.34,151.51,995.45,5.56
LumiNoll,1.38,140.04,1092.51,7.84
lyxrN,6.57,509.06,1560.06,30
RonPaul_TV,2,222.39,791.8,0
tapfer,1.31,154.9,728.67,0.44
XTeam,1.92,195.61,1050.26,9.48
X2no,2.83,280.24,1210.03,0
UMR57,0.63,81.51,822.5,1.01
Buck_GeunHye,2.36,263.78,732.64,3.23
Str1ve,2.16,231.79,943.43,4.85
KKAE,3.08,308.17,759.54,10.09
TtukbaegiSniper,2.81,313.18,1263.78,7.5
Shoostah,1.81,204.44,387.96,2.04
mini_mao,6.33,404.2,1728.34,40
Move,2.75,260.88,681.82,5.88
twitch_masive,2.96,304.04,1664.54,13.54
OoWaKorea,1.54,185.45,807.23,1.22
Hunter_Ham,4.06,336.03,1260.04,22.73
kimkonan,1.35,161.75,938.74,0
j4Nsen,3.81,365.3,1079.81,17.07
Weedsup,4,285.68,1133.01,25
The_Venom_Inside,7.58,523.26,1505.92,36.64
SevenReview,1.23,150.01,1024.42,1.96
flexyHD,2.09,229.48,1030.6,7.87
what9HongGiIDong,2.56,265.76,514.27,8.13
ruinvalue,2.33,246.81,964.42,3.57
CocainTurtle,17,770.24,1706.59,50
Herobust,4.75,359.83,1725.93,20
swalkerzje,2.71,283.47,1329.53,6.06
Genesis-999,2.02,220.07,834.61,2.22
DouyuTV1953569,3.4,352.22,847.45,9.7
ablazennn,5.9,398.63,1480.89,41.18
umnbunbun,5,369.5,1476.8,33.33
LOPEZ_28,2.4,255.52,937.9,2.27
freXzZz,3,303.66,1196.98,7.41
qq555081,0,0,840.52,0
horaji,1.92,216.14,1162.66,0
WAYBEE,1.18,149.93,1014.08,2.91
CUZ1,2.71,254.99,1198.47,6.67
SoloTV,1.3,153.65,901.91,0
Phenol,2.16,253.58,1155.59,5.93
PacemInTerra,0.89,125.55,1216.05,0.65
veazyy,3.84,399.26,714.77,0
Ducky-quack,3.18,347.08,1109.02,0
ChauChau_0709,2.43,248.64,1259.93,12.5
Nissan-s14,3,315.9,850.77,0
DDDD_,2.2,230.13,1552.54,6.38
GNuNy,1.23,136.84,692.06,3.64
d2ongh,1.41,175.72,773.4,2
qmhz,2,160.22,937.03,25
ScheMer,1.47,172.02,1203.35,6.52
KARJALA_III,2.49,267.92,836.39,6.52
Etedris,2.03,225.66,848.87,5.96
DrDre,1.84,223.61,946.66,2.9
burns,1.21,154.67,860,2.11
Rellaza,1.16,156.96,1316.69,3.98
twitchSchnkrTV,1.41,153.89,1422.57,7.07
Adele4,1.48,182.71,728.37,2.05
Elaii,10.36,668.68,1304.27,36.36
FaithBelieve,1.15,140.61,1183.51,3.32
Jeff_McTrousers,2.47,318.65,1464.36,6.25
GANGSOON,1.55,161.77,1231.41,4.17
Raikar,2.22,233.22,612.08,10
MorningIcecoffee,1.26,158.68,1088.54,2.54
0Sheep,2.01,237.9,919,3.66
LACBREEZY,1.34,152.29,974.95,2.84
bad_bro,1.87,203.55,981.37,7.32
charmm,0.81,111.07,1062.77,1.61
FuxkingNoob,1.78,206.48,1052.05,1.52
SNIPERSEO,1.92,214.1,1392.68,5.7
hirakichi,2.49,256.59,1110.17,5.41
zwattz,2.41,244.87,731.32,10.26
wonshoong,1.95,210.53,734.33,1.52
ZloyRusski,4,445,1452.3,0
Myrgoth,2.81,276.05,828.19,8.51
KOR_CHRNO,5.33,389.57,1113.44,33.33
COKEPLUS,2.07,232.75,1122.86,6.25
W1nnerW1nner,3,291.65,1753.31,33.33
Calz,1.74,227.52,553.96,0
rnsflaqh,1.97,231.73,920.93,2.8
dogfish,2.46,286.54,726.67,2.56
Coverfire,11,319.02,1740.37,66.67
Eom_goon,1.25,155.55,999.02,0
Viruz,3.21,345.36,1067.43,10.98
BreaK,3.77,372.33,1372.15,16.52
DouYu_DaBing,2.24,236.72,1178.79,8.37
MrPibada,2.57,250.44,925.24,11.54
MaenGgu,3.38,344.95,1234.14,11.11
riversea-,1.76,178.84,1324.55,13
songc,1.3,155.04,1200.76,3.87
PaCMaN-,3.15,314.57,1055.4,15.65
fnkylove,4.03,392.86,1101.19,17.13
Backroom,2.26,246.23,983.74,4.76
croocio,2.26,224.5,1014.81,7.89
unscrew,1.25,145.57,1530.61,5.66
Sniper-M,1.5,194.67,926.34,1.69
T_TIII,3.03,285.03,1474.81,12.82
machance2,2.18,224.01,818.92,6.67
Aron909,0.91,115.51,742.56,1.1
Zephoria,3.04,278.84,1140.43,14.93
eggplant7788,3.92,332.76,1333.88,23.53
Touhao,1.28,150.65,1310.57,2.35
superplayerOo,5.73,400.92,1211.12,26.67
DaoBao,2.15,243.01,1161.89,5.43
Prophie,3,333.42,625.45,0
Bandit318,0,8.11,594.95,0
Marrymee,1.02,117.17,1383.5,3.81
ReXnOmP,2.66,292.71,1306.96,7.55
Mbunny,1.64,180.01,1194.07,5.08
Vna7777,6.15,533.1,922.76,13.16
YY-AK47,2.27,224.33,1022.69,8.57
Miccoy,2.61,266.1,1305.36,12.17
bakerman,3.26,295.02,1185.25,20.38
ANAJJANGNA,1.28,154.93,1125.91,5.95
Hannya19,2.16,241.6,565.68,4.44
ORIGIN2,1.67,137.98,311.62,0
BBackAiM,1.48,170.87,1231.92,1.69
Yinyin2tap,3.07,319.7,1012.92,6.59
LtSly,3.11,308.11,887.07,9.52
dbdllbdb,1.38,131.09,1249.01,6.45
Andles,3.12,315.46,866.64,3.85
Goku-zzang,1.47,179.74,795.11,3.09
KaiReikiaPadarau,2.07,232.77,1234.28,5.94
NotClam,5.43,495.6,1148.43,12.5
SHAKAKINTV,2.48,272.73,930.09,5.42
Scoom,5.11,401.47,1320.17,27.43
marikokami,0.94,116.04,1110.76,2.39
mangte,1.9,210.58,1067.79,11.11
Camaro,2.09,230.73,1201.58,7.25
DouYuTVJacKman,2.64,283.13,1087.34,6.25
In_The_Heat,2.83,312.78,790.43,4
hwinn,43,1067.27,1608.89,75
Yaltank,1.61,182.07,916.58,3.1
Realzx,2.88,306,805.28,0
Oryun,10,505.09,1414.33,50
Han9inthere,6.28,575.97,1243.87,14.29
NMKK,2.4,265.86,1410.36,16.67
FoGenFD,1.65,184.87,1423.17,0
Respawn112,3.71,378.08,1442.86,8.7
MUKER,2.48,234.66,1438,20
alexisonfire,1.91,227.17,1040.35,5.23
ykah,2.34,262.52,919.63,4.92
K130,2.12,261.56,1141.44,2.94
Waisun,4.21,442.58,1195.4,10.77
LANsomerhalder,2.39,239.85,974.11,6.67
NeoHaoZi,2.03,229.14,900.37,0.98
Dogee,1.5,131.24,761.08,0
Gugufafa,1.08,147.24,1250.43,2.12
GreenMilk,0.96,121.06,825.22,1.71
Mapsin,2.5,250,278.43,0
NALGOSIPDA,0.56,81.39,1065.72,0.21
Adieu_One-Day,6,467.91,1374.83,25
zheming,1.88,212.75,1278.39,5.88
sa_ke_kor,1.94,226.63,1035.61,0
KIGGA,2.55,278.03,1042.9,8.08
TisDaniel,2.12,238.67,1042.36,4.55
DEMong,1.78,201.43,1391.96,0
YesBrand,2.12,235.97,1029.05,4.19
Sheva91,1.2,145.94,888.02,3.31
ShiNeR,2.56,267.83,657.79,5.26
helloooworlddd,1.13,146.88,1207.43,3.96
sniperkang,1.83,214.49,817.14,2.38
THUND3R__,3.35,327.36,1278.21,17.86
titep,3.56,327.78,809.14,12.82
Overthere86,0.66,89.35,1093.7,1.8
Fignaldo,3.41,360.24,1058.07,4.35
ujin,1.69,184.67,387,2.44
Masive,3.23,327.87,1266.33,11.67
UUIU,1.33,151.1,1263.59,10
Lazzzzzz,1.92,225.61,995.14,4.17
iMossyy,3.97,344.19,776.45,17.95
bastos1678,1.59,190.5,1188.71,3.89
Sun_Flower,3,286.39,819.54,6.25
GeoSik,1.72,197.69,876.14,1.3
HongG,1.16,136.41,975.87,3.85
Udaeng,1.8,209.58,818.39,0
seebooung,1.79,197.88,1124.99,5.74
SoloJones,1.51,188.59,589.84,0
SonGot,1.79,193.68,1401.99,8.95
Daix,2,338.35,497.33,0
travisjs,3.5,352.64,888.36,7.5
911Kyle,1.97,220.67,816.48,7.69
Austr1N,1.9,217.8,758.6,3.7
Clim3x,2.5,192.02,1229.9,33.33
BabyFox,0.82,101.17,730.13,2.6
G1MIN,1.31,164.89,1284.96,0
S2COND,2.38,254.68,1360.54,8.62
Woo1y,1.8,200.06,1063.96,7.41
Addramalek,3.3,309.65,1452.69,16.44
KOR_Cube,2.52,271.79,1156.67,4.55
Ellen-,1.59,180.28,1344.07,7.5
K_PENGUIN,6.71,531.37,1297.75,22.22
TV_XxWifeaggroxX,17,879.29,1854.96,100
Han_Ryang,1.79,215.84,1030.6,4.28
EmperorDysis,2.51,255.05,852.54,12.09
LuX-NO,3.5,335.39,1271.7,13.04
titaniumspoon,1.47,185.71,912.05,1.16
Adieu_Alloy,4.12,360.42,1422.32,16.67
iMeZz,3,629.85,1753.02,0
kkttpp,1.75,209.79,795.28,4.95
Hunteros,2.85,290.43,617.95,8.97
Gigal,2.5,272.85,1016.43,10.34
qreeu,2.26,246.58,1335.92,11.59
genocideCutter,2.21,237.13,944.66,6.15
VAND,1.84,204.11,982.12,0.81
CQMMD,16.25,1070.62,1058.82,33.33
JINUDI,2.25,250.04,1063.48,9.43
WhiteFresh,1.68,175.79,1405.83,12.5
Cinque,3.33,321.35,1029.94,10
Jexz,3,194.24,1303.51,20
A_nax,4.8,466.28,1540.69,9.09
jambawe,3.89,376.68,789.36,9.8
BL4CK__,2.93,310.29,1208.97,0
X9aa,1.55,160.44,1381.53,8.7
applesauce4K,4.52,384.93,1732.4,25.58
BibimBobs,1.24,158.51,959.91,2.64
KDYYYYDD,1.42,165.92,1096.68,0
zirnan,1.09,149.03,1006.71,0.62
Devendeng,1.25,154.98,953.72,5.03
Godkimmy,2.53,242.69,1428.98,11.76
woodong,2.5,233.26,960.74,12.5
NyaruZ,3.58,355.36,1119.51,8.33
Optimusrash,1.6,200.03,957.76,3.7
ridl3y,3.22,325.52,968.7,12.66
CAD3N,5,546.62,1899.14,0
AS_Tassadar,1.67,174.79,1021.9,3.85
HongYuXingChen,2.64,265.87,988.01,6.74
ibiza,5.53,524.3,1262.71,20.59
KOMACH1,1.78,195.93,967.51,5.42
Nopaaa,4.75,557.34,1165.23,0
Uimiko,1.78,201.61,1260.17,8.75
AngryCarp,1.53,201.58,1307.82,1.89
oVerFit,1.49,167.82,1197.67,7.37
HuYaTv-LuBa1,5.29,427.15,694.06,22.22
Gaxyy,3.7,352.2,624.43,13.04
Coogu,2.58,249.53,849.73,7.41
BEARonX,3.19,326.37,740.6,8.7
SPYGEA,3.34,346.91,950.88,9.24
SSukSSak,2.06,249.89,996.62,2.82
Floppe,3.19,342.16,1201.62,11.27
ImBack-GetReady,2.74,290.91,1244.72,9.8
LEEZLEGAMES,1.23,156.5,1204.17,3.14
Jindoggae,1.17,139.97,849.95,1.3
Thubbie,2.8,286.87,1291.29,12.21
Blackhola,1.85,209.41,1023.75,3.03
biEe,4.92,436.34,1258.63,16.28
ScSMF,1.12,122.36,1072.45,1.32
Kingmin,2.17,228.68,986.27,11.27
Munker,0.96,112.25,940.34,0
whalenips420,2,253.06,1416.71,0
Ancine,2.38,263.37,879.5,9.5
Indominant,2.49,268.26,698.28,5.56
FantaRice,1.39,150.9,1039.75,2.22
sPray,1.09,130.38,1227.86,2.24
LinhLe,1.71,190.36,1086.58,7.18
Complaens,4.5,372.57,957.55,20
gochuslave,1.36,158.87,974.33,2.87
fre1tag,4,261.89,1685.98,33.33
Phon,4,326.92,890.43,20
Chocoball,1.89,227.03,1214.82,6.32
LONNO7,0.95,109.68,1142.54,3.51
WenRouHang,4.5,454.75,1011.6,10.34
BO0F,1,100,884.84,0
Riscxlol,10.5,565.79,1816.11,33.33
Xeroxkorea,1.33,166.63,1049.23,3.12
manborg,2.28,251.26,910.72,1.52
AXOI,2.94,288.54,1238.2,12.09
groovykid,36,1190.35,1879.47,100
